id_espacio,id_fuente,tipo_espacio,nombre,descripcion,direccion,barrio,comuna,latitud,longitud,calidad_geo,dias_funcionamiento,horarios,productos,url_fuente,fecha_consulta,origen_dato,estado_datos,calidad_dato,requiere_validacion,motivo_validacion,limitaciones,observaciones,id_ubicacion
FIAB00185,F03,FIAB,Fiab 38,nan,RIVADAVIA AV. 4950,Caballito,6,-34.61717966,-58.4334466,fuente_oficial,LUNES,de 15:00 a 21:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U480F6
FIAB00186,F03,FIAB,Fiab 27,nan,"VARELA, JOSE PEDRO 5800",Villa Real,10,-34.62011924,-58.52808353,fuente_oficial,LUNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UB0C44
FIAB00187,F03,FIAB,Fiab 11,nan,CONDOR 1600,Nueva Pompeya,4,-34.65409344,-58.42566845,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U30CBE
FIAB00188,F03,FIAB,Fiab 9,nan,DOBLAS 1800,Parque Chacabuco,7,-34.63730108,-58.42693266,fuente_oficial,LUNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U241EE
FIAB00189,F03,FIAB,Fiab 10,nan,BASUALDO 800,Mataderos,9,-34.64538024,-58.49778191,fuente_oficial,LUNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UAF369
FIAB00190,F03,FIAB,Fiab 15,nan,PIEDRA BUENA AV. 4900,Villa Riachuelo,8,-34.68780931,-58.47525024,fuente_oficial,LUNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U7418D
FIAB00191,F03,FIAB,Fiab 6,nan,COMBATE DE SAN CARLOS y SOLDADO DE LA FRONTERA AV.,Villa Lugano,8,-34.68700849,-58.46219179,fuente_oficial,LUNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UC59BD
FIAB00192,F03,FIAB,Fiab 1,nan,ISABEL LA CATOLICA 500,Barracas,4,-34.63724412,-58.37385781,fuente_oficial,LUNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U9E9DD
FIAB00193,F03,FIAB,Fiab 38,nan,"RIVADAVIA AV. 4950, CABA",Caballito,6,-34.61786491,-58.43462556,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U6B1AA
FIAB00194,F03,FIAB,Fiab 33,nan,"CEVALLOS, VIRREY y YRIGOYEN, HIPOLITO, CABA",Monserrat,1,-34.60991795,-58.38917659,fuente_oficial,DOMINGO,de 17:00 a 22:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U7AD8A
FIAB00195,F03,FIAB,Fiab 14,nan,SANCHEZ DE LORIA 1000,San Cristobal,3,-34.62245344,-58.41237732,fuente_oficial,LUNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U8F7D4
FIAB00196,F03,FIAB,Fiab 18,nan,CAMACUA 400,Flores,7,-34.63265208,-58.45618,fuente_oficial,LUNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U8147A
FIAB00197,F03,FIAB,Fiab 23,nan,"CORONADO, MARTIN y SALGUERO, JERONIMO",Palermo,14,-34.57629975,-58.40377501,fuente_oficial,LUNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U575B0
FIAB00198,F03,FIAB,Fiab 7,nan,GUTENBERG 3700,Villa Devoto,11,-34.59576518,-58.51128708,fuente_oficial,LUNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U56F41
FIAB00199,F03,FIAB,Fiab 25,nan,ECHEVERRIA 4300,Villa Urquiza,12,-34.57394894,-58.47485398,fuente_oficial,LUNES,de 8:00 a 14:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U88B2C
FIAB00200,F03,FIAB,Fiab 20,nan,"ALVAREZ, CRISOSTOMO 2900",Flores,7,-34.64615674,-58.45810651,fuente_oficial,LUNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UD528A
FIAB00201,F03,FIAB,Fiab 2,nan,CONDE 200,Colegiales,13,-34.58057106,-58.44530561,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U7806B
FIAB00202,F03,FIAB,Fiab 10,nan,"BRUNO, GIORDANO y NEUQUEN",Caballito,6,-34.61664255,-58.44107859,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U83F54
FIAB00203,F03,FIAB,Fiab 3,nan,"BROWN, ALTE. AV. 350",No determinado,4.0,-34.62990016,-58.36434405,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Pescaderia, especies y legumbres, granja y carne, fiambre y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U1F0A8
FIAB00204,F03,FIAB,Fiab 12,nan,"MEDRANO y EL SALVADOR, CABA",Palermo,14,-34.5922724,-58.41958274,fuente_oficial,MIERCOLES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, plantas, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UFA2FB
FIAB00205,F03,FIAB,Fiab 38,nan,"SOMELLERA y MURGUIONDO, CABA",Villa Lugano,8,-34.67703705,-58.47709278,fuente_oficial,MIERCOLES,de 15:00 a 20:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UAA102
FIAB00206,F03,FIAB,Fiab 1,nan,"ISABEL LA CATOLICA 500, CABA",Barracas,4,-34.63707564,-58.37379113,fuente_oficial,SABADO,de 10:00 a 18:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U0EB78
FIAB00207,F03,FIAB,Fiab 24,nan,"AYACUCHO 700, CABA",Balvanera,3,-34.6003447,-58.39552778,fuente_oficial,LUNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UAA731
FIAB00208,F03,FIAB,Fiab 36,nan,"MARTINEZ, ENRIQUE, GRAL. y ARENAL, CONCEPCION, CABA",Colegiales,13,-34.58147308,-58.44517084,fuente_oficial,DOMINGO,de 13:00 a 20:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U71E0C
FIAB00209,F03,FIAB,Fiab 5,nan,"SEGUI, F. J., ALTE. y NEUQUEN, CABA",Caballito,6,-34.61457972,-58.45676747,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,UB6A2B
FIAB00210,F03,FIAB,Fiab 32,nan,"RIVADAVIA AV. y BEAUCHEF, CABA",Caballito,6,-34.61811191,-58.43460456,fuente_oficial,DOMINGO,de 16:00 a 23:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U9D889
FIAB00211,F03,FIAB,Fiab 31,nan,"GUTIERREZ, RICARDO y HELGUERA, CABA",Villa del Parque,11,-34.60092723,-58.49397994,fuente_oficial,DOMINGO,de 15:00 a 20:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U9751D
FIAB00212,F03,FIAB,Fiab 38,nan,"RIVADAVIA AV. 4900, CABA",Caballito,6,-34.6173879,-58.43370252,fuente_oficial,VIERNES,de 16:00 a 21:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U4021F
FIAB00213,F03,FIAB,Fiab 30,nan,"RIVADAVIA AV. 4900, CABA",Caballito,6,-34.6174229,-58.43370252,fuente_oficial,VIERNES,de 12:00 a 20:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U4021F
FIAB00214,F03,FIAB,Fiab 1,nan,"SALGUERO, JERONIMO y LAS HERAS GENERAL AV., CABA",Palermo,14,-34.5815492,-58.41005226,fuente_oficial,VIERNES,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U928FB
FIAB00215,F03,FIAB,Fiab 1,nan,"SALGUERO, JERONIMO y LAS HERAS GENERAL AV., CABA",Palermo,14,-34.5815672,-58.41007326,fuente_oficial,DOMINGO,de 8:00 a 14:00hs,"Frutihorticolas, pescadería, panadería, especies y legumbres, granja y carnes, fiambres y lácteos, limpieza",https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U928FB
FIAB00216,F03,FIAB,Fiab 34,nan,BRASIL AV. y PASEO COLON AV.,San Telmo,1,-34.6255464,-58.36842582,fuente_oficial,SABADO,de 10:00 a 19:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U07301
FIAB00217,F03,FIAB,Fiab 34,nan,DIAZ VELEZ AV. 4900,Caballito,6,-34.60848668,-58.43602055,fuente_oficial,VIERNES,de 10:00 a 19:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U2ECBC
FIAB00218,F03,FIAB,Fiab 30,nan,"CEVALLOS, VIRREY y YRIGOYEN, HIPOLITO",Monserrat,1,-34.61007857,-58.38905314,fuente_oficial,JUEVES,de 10:00 a 19:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U9B31F
FIAB00219,F03,FIAB,Fiab 36,nan,"MARTINEZ, ENRIQUE, GRAL. y ARENAL, CONCEPCION",Colegiales,13,-34.58147308,-58.44517084,fuente_oficial,SABADO,13:00 a 20:00 hs.,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U9192B
FIAB00220,F03,FIAB,Fiab 34,nan,BRASIL AV. y PASEO COLON AV.,San Telmo,1,-34.62586441,-58.36864083,fuente_oficial,DOMINGO,de 10:00 a 19:00hs,No disponible,https://data.buenosaires.gob.ar/dataset/ferias-mercados,2026-06-10,datos reales,datos reales,alta,no,Coordenadas provistas por GeoJSON FIAB,nan,nan,U07301
